Company Name,Industry,City,Address,Website,Phone,Email,Email Status,CEO/Owner Name,Status,Source
Parkhurst Paint & Hardware,Retail / Hardware,Johannesburg,4th Avenue Parkhurst,,+27 11 788 9321,,,,New,OpenStreetMap
Changes Addiction Rehab,Medical / Clinic,Johannesburg,216 Weltevreden Road,http://ChangesRehab.co.za,+27 827473422,Change@ChangesRehab.co.za,Found on listing,,New,OpenStreetMap
Breena BnB,Hospitality / Guest House,Johannesburg,29 Breena Street,,+27 74 198 2097,,,,New,OpenStreetMap
Opticross Optometrists,Medical / Clinic,Johannesburg,Rabie Street Randburg,,+27 11 791 4933,,,,New,OpenStreetMap
Harlyn International,Automotive / Repair,Johannesburg,4 Sterling Street Strijdom Park,,,,,,New,OpenStreetMap
Windsor East Clinic,Medical / Clinic,Johannesburg,57 Earls Avenue Windsor East,,+27 11 678 7017,,,,New,OpenStreetMap
Revive Autobody Repair Centre,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
Mooki Memorial College,Education,Johannesburg,6504 Mooki Street Orlando East,,,,,,New,OpenStreetMap
Eagle Ford,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
Wits Language School,Education,Johannesburg,"92 Empire Road Parktown, Johannesburg",https://www.wits.ac.za/witslanguageschool/,,info.witsplus@wits.ac.za,Found on site,,New,OpenStreetMap
City Varsity,Education,Johannesburg,,,,,,,New,OpenStreetMap
Tiger Wheel and Tyre,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
Zaza's Guesthouse and Spa,Hospitality / Guest House,Johannesburg,"5583, 96 Mphatlatsamaru Street Pimville",http://www.zazasguesthouse.co.za/,+27767344685,info@zazasguesthouse.co.za,Guessed - Verify,,New,OpenStreetMap
House on York,Hospitality / Guest House,Johannesburg,7 York Road Johannesburg,https://houseonyork.com/,+27 82 870 9221,accommodation@houseonyork.com,Found on site,,New,OpenStreetMap
Morningside Mica,Retail / Hardware,Johannesburg,127 11th Street Johannesburg,https://www.mica.co.za/store-location/gauteng/morningside-mica/,+27 11 783 1917,zulchmm@mweb.co.za,Found on site,,New,OpenStreetMap
Maponya DLTC,Education / Driving School,Johannesburg,,,+27 11 933 1072,,,,New,OpenStreetMap
The Guesthouse 6 On Vrede,Hospitality / Guest House,Johannesburg,6 Vrede Avenue Bryanston,,,,,,New,OpenStreetMap
COVID Testing - Drive Through,Medical / Clinic,Johannesburg,42 Longmeadow Boulevard Johannesburg,,,,,,New,OpenStreetMap
Dr Choonara,Dental,Johannesburg,425 Ontdekkers Road,,,,,,New,OpenStreetMap
Medicross The Berg,Medical / Clinic,Johannesburg,Bergbron Drive Johannesburg,https://www.medicross.co.za/,+27 11 673 4150;+27 11 670 2400,info@medicross.co.za,Guessed - Verify,,New,OpenStreetMap
Lawtons Africa,Legal,Johannesburg,140 West Street Sandton,https://www.lawtonsafrica.com/,+27 11 2866900,info@lawtonsafrica.com,Found on listing,,New,OpenStreetMap
8th Avenue Clinic,Medical / Clinic,Johannesburg,8th Avenue,,,,,,New,OpenStreetMap
Lancet Labratories Covid-19 Testing Stie,Medical / Clinic,Johannesburg,8 Park Street Bedfordview,,,,,,New,OpenStreetMap
Lancet Labratories Covid-19 Testing Site,Medical / Clinic,Johannesburg,173 Rivonia Road Morningside,,+27 11 324 1859;+27 11 324 1858,,,,New,OpenStreetMap
Dunvegan Medical Centre,Medical / Clinic,Johannesburg,48 Dunvegan Avenue Edenvale,,+27 114530400,,,,New,OpenStreetMap
Tswelopelo Primary Health Care Clinic,Medical / Clinic,Johannesburg,Theko Street Vosloorus,,+27 119996027,,,,New,OpenStreetMap
Bophelong Clinic,Medical / Clinic,Johannesburg,Freedom Drive Ivory Park,,,,,,New,OpenStreetMap
Unjani Clinic Tembisa,Medical / Clinic,Johannesburg,532 Ruwenzori Street Tembisa,,+27 82 067 1507,,,,New,OpenStreetMap
Endayeni Primary Health Care Clinic,Medical / Clinic,Johannesburg,11 1st Street Tembisa,,+27 11 999 4330,,,,New,OpenStreetMap
Dunlop Zone,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
HailTech,Automotive / Repair,Johannesburg,Fairview Drive Roodeport,https://www.mydentguy.co/,+27724123330,info@mydentguy.co,Guessed - Verify,,New,OpenStreetMap
Lemonster sounds,Hospitality / Guest House,Johannesburg,4325 Isikalu Street Johannesburg,,,,,,New,OpenStreetMap
Gleneagles Hardware,Retail / Hardware,Johannesburg,23 Gleneagles Road Greenside,,,,,,New,OpenStreetMap
GeeWiz,Retail / Electronics,Johannesburg,6 Junction Road Johannesburg,,+27 11 568 0191,,,,New,OpenStreetMap
Letsatsi Finance,Financial Services,Johannesburg,72;74 Eloff Street Johannesburg,,,,,,New,OpenStreetMap
Atlas Finance,Financial Services,Johannesburg,127 Fox Street Johannesburg,,,,,,New,OpenStreetMap
City Property Administration,Real Estate,Johannesburg,19 Loveday Street Johannesburg,https://www.cityproperty.co.za/,+27 11 378 3200,propworld@cityprop.co.za,Found on site,,New,OpenStreetMap
Summat College,Education,Johannesburg,89 Albertina Sisulu Road Johannesburg,,,,,,New,OpenStreetMap
Rostec College,Education,Johannesburg,84 Helen Joseph Street Johannesburg,,,,,,New,OpenStreetMap
Greenview Tutorial,Education,Johannesburg,1569 Albertina Sisulu Road Johannesburg,,,,,,New,OpenStreetMap
Alberton Hardware,Retail / Hardware,Johannesburg,33 Van Riebeeck Avenue,https://www.albertonhardware.co.za/,+27 11 907 2626,sales@albertonhardware.co.za,Found on listing,,New,OpenStreetMap
Alberton Hardware yard,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
Point Hardware Store,Retail / Hardware,Johannesburg,Louis Botha Avenue,,,,,,New,OpenStreetMap
Mitsubishi Motors Northcliff,Automotive,Johannesburg,,,+27 11 507 3000,,,,New,OpenStreetMap
Plumblink Blairgowrie,Construction / Plumbing,Johannesburg,12 Gordon Avenue,https://www.plumblink.co.za/,+27 87 310 9744,info@plumblink.co.za,Found on site,,New,OpenStreetMap
Lenasia Renal Centre,Medical / Clinic,Johannesburg,,,,,,,New,OpenStreetMap
Angamia Attorneys,Legal,Johannesburg,,,,,,,New,OpenStreetMap
A2X Markets Stock Exchange,Financial Services,Johannesburg,,https://www.a2x.co.za/,,info@a2x.co.za,Found on site,,New,OpenStreetMap
CIA Building Insurance Specialists,Insurance,Johannesburg,13E Riley Road Germiston,https://cia.co.za/,+27861242777,mail@cia.co.za,Found on listing,,New,OpenStreetMap
Unlimited Building Supplies,Retail / Hardware,Johannesburg,,,+27 11 4020811,,,,New,OpenStreetMap
Prof. H B Dullabh,Dental,Johannesburg,36 Lilian Ngoyi Street,,+27 11 838 5891; +27 11 836 8784; +27 81 328 9257,drhddullabh@gmail.com,Found on listing,,New,OpenStreetMap
Falcon & Hume,Legal,Johannesburg,,,,,,,New,OpenStreetMap
RMB Corvest,Financial Services,Johannesburg,,,,,,,New,OpenStreetMap
Freeway Surgery,Medical / Clinic,Johannesburg,,,,,,,New,OpenStreetMap
The Cosmetic and Dental Emporium,Dental,Johannesburg,,https://www.thecde.co.za/,+27 11 463 5294; +27 76 441 3061,bryanston@thecde.co.za,Found on listing,,New,OpenStreetMap
Boston City Campus,Education,Johannesburg,129 11th Street,https://www.boston.ac.za/,+27 11 883 0933,info@boston.co.za,Found on site,,New,OpenStreetMap
Regal Security,Retail / Electronics,Johannesburg,191 Ontdekkers Road,https://www.regalsecurity.co.za/,+27 11 760 1149,info@regalsecurity.co.za,Guessed - Verify,,New,OpenStreetMap
Auto Bonn,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
SILHOUETTE AESTHETIC CLINIC,Medical / Clinic,Johannesburg,9 Simba Road,,,,,,New,OpenStreetMap
Riverclub Veterinary Clinic,Veterinary,Johannesburg,51 13th Street Johannesburg,https://www.riverclubvet.co.za/,+27118844133,rvc@mweb.co.za,Found on listing,,New,OpenStreetMap
Think Networking cc,IT / Tech,Johannesburg,15 Homestead Road Edenvale,https://thinknet.co.za,+27878088181,info@thinknet.co.za,Guessed - Verify,,New,OpenStreetMap
Rivonia Village Vet,Veterinary,Johannesburg,,https://villagevetgroup.co.za/rivonia-village-vet-2/,+27 11 803 3122,info@villagevetgroup.co.za,Guessed - Verify,,New,OpenStreetMap
Mega Mika,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
COSY POSY GUESTHOUSE,Hospitality / Guest House,Johannesburg,101 Geldenhuis Road,,,,,,New,OpenStreetMap
Smart fix,Retail / Electronics,Johannesburg,,,,,,,New,OpenStreetMap
Techtronic,Retail / Electronics,Johannesburg,Arbroath Road,,,,,,New,OpenStreetMap
ITworkup Level up your IT,Retail / Electronics,Johannesburg,"28 Waterfall Office Park, Augrabies Rd Midrand",https://itworkup.co.za/,+27 79 898 7370,info@itworkup.co.za,Found on site,,New,OpenStreetMap
ITworkup - Smartwatches,Retail / Electronics,Johannesburg,28 Augrabies Rd Midrand,https://itworkup.co.za/smartwatches/,+27 79 898 7370,social@ITworkup.co.za,Found on listing,,New,OpenStreetMap
ITworkup Smartphones,Retail / Electronics,Johannesburg,"28 Waterfall Office Park, Augrabies Rd Midrand",https://itworkup.co.za/smartphones/,+27 79 898 7370,social@ITworkup.co.za,Found on listing,,New,OpenStreetMap
ITworkup Tablets,Retail / Electronics,Johannesburg,"28 Waterfall Office Park, Augrabies Rd Midrand",https://itworkup.co.za/tablets/,+27 79 898 7370,social@ITworkup.co.za,Found on listing,,New,OpenStreetMap
ITworkup Headphones and Headsets,Retail / Electronics,Johannesburg,"28 Waterfall Office Park, Augrabies Rd Midrand",https://itworkup.co.za/headphones/,+27 79 898 7370,social@ITworkup.co.za,Found on listing,,New,OpenStreetMap
ITworkup Desktop CPUs,Retail / Electronics,Johannesburg,"28 Waterfall Office Park, Augrabies Rd Midrand",https://itworkup.co.za/intel-amd-desktop-cpu/,+27 798987370,social@ITworkup.co.za,Found on listing,,New,OpenStreetMap
ITworkup Graphics Cards,Retail / Electronics,Johannesburg,"28 Waterfall Office Park, Augrabies Rd Vorna Valley",https://itworkup.co.za/gpu/,+27 79 898 7370,social@ITworkup.co.za,Found on listing,,New,OpenStreetMap
ITworkup M.2 and SATA SSD,Retail / Electronics,Johannesburg,"28 Waterfall Office Park, Augrabies Rd Midrand",https://itworkup.co.za/sata-and-m-2-ssd/,+27 79 898 7370,social@ITworkup.co.za,Found on listing,,New,OpenStreetMap
ITworkup Webcams,Retail / Electronics,Johannesburg,"28 Waterfall Office Park, Augrabies Rd Midrand",https://itworkup.co.za/webcams/,+27 79 898 7370,social@ITworkup.co.za,Found on listing,,New,OpenStreetMap
ITworkup Desktop and Laptop DDR4 and DDR5 Memory,Retail / Electronics,Johannesburg,"28 Waterfall Office Park, Augrabies Rd Midrand",https://itworkup.co.za/memory/desktop-memory/,+27 798987370,social@ITworkup.co.za,Found on listing,,New,OpenStreetMap
WinWin International,Consulting,Johannesburg,,https://www.winwinza.com/,+27 11 514 0944,info@winwinza.com,Found on listing,,New,OpenStreetMap
Asuer,Insurance,Johannesburg,,,,,,,New,OpenStreetMap
Bay Park Motors,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
Expert Diamond,Retail / Electronics,Johannesburg,,,,,,,New,OpenStreetMap
Angela Kernot Realty,Real Estate,Johannesburg,Bridge Shopping centre,https://www.angelakernot.com,+27 11 804 1730,kernot@mweb.co.za,Found on listing,,New,OpenStreetMap
Parktown North Mica Paint & Hardware,Retail / Hardware,Johannesburg,24 1st Avenue West Johannesburg,,+27 11 327 1099,,,,New,OpenStreetMap
Chas Everitt,Real Estate,Johannesburg,,,,,,,New,OpenStreetMap
HeroPlumbers,Construction / Plumbing,Johannesburg,32 Kamferbos Street Alberton,https://heroplumbers.co.za/,+27 70 322 0416,info@heroplumbers.co.za,Found on site,,New,OpenStreetMap
Sandton Men's Clinic,Medical / Clinic,Johannesburg,199 Vanessa Street Sandton,https://sandtonmensclinic.co.za/,+27102059208,info@sandtonmensclinic.co.za,Found on listing,,New,OpenStreetMap
Thomson Wilks,Legal,Johannesburg,54 Wierda Road West Sandton,https://www.thomsonwilks.co.za/,+27 11 784 8984,anel@thomsonwilks.co.za,Found on site,,New,OpenStreetMap
Builder's Express Cresta,Retail / Hardware,Johannesburg,Arbor Road,https://www.builders.co.za/,,info@builders.co.za,Guessed - Verify,,New,OpenStreetMap
Builder's Express Robindale,Retail / Hardware,Johannesburg,50 Malibongwe Drive,https://www.builders.co.za/,+27 10 595 3586,info@builders.co.za,Guessed - Verify,,New,OpenStreetMap
KILBURN HARDWARE and BUILDING SUPPLIES,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
Ingco,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
Clarion Hardware and Paint,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
Aliminium Windows,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
DJA,Insurance,Johannesburg,,,+27114635550,mail@dja-aviation.co.za,Found on listing,,New,OpenStreetMap
HUAWEI OFFICE PARK,IT / Tech,Johannesburg,Western Service Road,,,,,,New,OpenStreetMap
Genesis Clinic,Medical / Clinic,Johannesburg,,,,,,,New,OpenStreetMap
South West Gauteng College Technisa Campus,Education,Johannesburg,,,,,,,New,OpenStreetMap
Akeso Crescent Clinic Randburg,Medical / Clinic,Johannesburg,Cnr President Fouché Drive & Hawken Avenue Boskruin Randburg,,,,,,New,OpenStreetMap
Johannesburg College - Alexandra Campus,Education,Johannesburg,,,,,,,New,OpenStreetMap
Hillbrow Community Health Centre,Medical / Clinic,Johannesburg,"Corner Klein and Smit street Hillbrow,Johannesburg",,+27 11 694 3753,,,,New,OpenStreetMap
Itereleng Clinic,Medical / Clinic,Johannesburg,Elias Motsoaledi Road Dobsonville,,+27 11 989 0304,,,,New,OpenStreetMap
Charter College,Education,Johannesburg,,,,,,,New,OpenStreetMap
ONE,Insurance,Johannesburg,54 Maxwell Drive Johannesburg,https://www.one.za.com,+27 86 126 6562,chantel.t@one.za.com,Found on listing,,New,OpenStreetMap
Petervale Clinic,Medical / Clinic,Johannesburg,"Witkoppen street & Cambridge Road Sandton,Johannesburg",,+27 11 803 6421,,,,New,OpenStreetMap
Parkmore Veterinary Clinic,Veterinary,Johannesburg,,https://parkmorevet.co.za/,+27 11 883 4746; +27 11 883 2107,reception@parkmorevet.co.za,Found on listing,,New,OpenStreetMap
RIvonia Tyres,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
People's Dispensary for Sick Animals,Veterinary,Johannesburg,Mofolo South,https://www.pdsa.org.za/clinics/,+27 11 984 4340,pdsacape@pdsa.org.za,Found on site,,New,OpenStreetMap
Spaar on Spares,Retail / Hardware,Johannesburg,38 Augusta Road,https://spaaronspares.co.za/,+27 11 435 1220,info@spaaronspares.co.za,Found on site,,New,OpenStreetMap
Weltevreden Park Clinic,Medical / Clinic,Johannesburg,C/O Jg Strydom And Jim Fouche Roodepoort,,+27 11 679 3623,hillezes@joburg.org.za,Found on listing,,New,OpenStreetMap
Rosebank Medical and Dental Centre,Medical / Clinic,Johannesburg,"11 Sturdee Avenue Rosebank, Johannesburg",,+27 11 328 0500,,,,New,OpenStreetMap
Ekurhuleni West TVET College,Education,Johannesburg,,,,,,,New,OpenStreetMap
Waterstone College,Education,Johannesburg,,,,,,,New,OpenStreetMap
Riverlea Major Clinic,Medical / Clinic,Johannesburg,"36 Japura Street Riverlea, Johannesburg",,+27 11 474 2881,,,,New,OpenStreetMap
Highveld Technical College,Education,Johannesburg,,,,,,,New,OpenStreetMap
St Barnbas College,Education,Johannesburg,,,,,,,New,OpenStreetMap
South West College,Education,Johannesburg,,https://www.swgc.co.za/,+27 10 141 1000,molapo.onlinequeries@swgc.co.za,Found on listing,,New,OpenStreetMap
Singular Systems,IT / Tech,Johannesburg,28 Fort Street Gauteng,,,,,,New,OpenStreetMap
Medicross Medical Centre (Germiston),Medical / Clinic,Johannesburg,"Cnr Webber & Olivier Road Estera,Germiston",,+27118247300,,,,New,OpenStreetMap
Netcare Linksfield Private Clinic,Medical / Clinic,Johannesburg,"24 12th Avenue Orange Goove,Johannesburg",,+27 11 647 3400,,,,New,OpenStreetMap
Newton House College,Education,Johannesburg,,,,,,,New,OpenStreetMap
Pace Community College,Education,Johannesburg,,,,,,,New,OpenStreetMap
African Leadership Academy,Education,Johannesburg,,,,,,,New,OpenStreetMap
High St Medical Centre,Medical / Clinic,Johannesburg,High Street,,,,,,New,OpenStreetMap
Carecross Medical & Dental Centre,Medical / Clinic,Johannesburg,High Street,,+27 11 837 7777,,,,New,OpenStreetMap
Oxford Healthcare Centre,Medical / Clinic,Johannesburg,75 Oxford Road Randburg,,+27 10 350 0350,info@oxfordhealthcare.co.za,Found on listing,,New,OpenStreetMap
Oxford Road Day Clinic,Medical / Clinic,Johannesburg,99 Oxford Road Saxonwold,,+27 11 484 5168,,,,New,OpenStreetMap
Northview Veterinary Clinic,Veterinary,Johannesburg,Pendoring Road,,,,,,New,OpenStreetMap
Sarac,Veterinary,Johannesburg,Main Street,,,,,,New,OpenStreetMap
Shelton Dental,Dental,Johannesburg,Shelton Avenue,,,,,,New,OpenStreetMap
Harmelia Animal Clinic,Veterinary,Johannesburg,47 Shelton Avenue,,,,,,New,OpenStreetMap
Phoenix College,Education,Johannesburg,Loveday Street,,,,,,New,OpenStreetMap
Central Technical College,Education,Johannesburg,,,,,,,New,OpenStreetMap
Gauteng City College,Education,Johannesburg,Biccard Street,,,,,,New,OpenStreetMap
WITS University Graduate Lodge,Education,Johannesburg,34 Jorissen Street,,,,,,New,OpenStreetMap
Birnam Business College,Education,Johannesburg,Bertha Street,,,,,,New,OpenStreetMap
Rosebank College,Education,Johannesburg,Jan Smuts Avenue,,,,,,New,OpenStreetMap
Sunnyridge Veterinary Consulting,Veterinary,Johannesburg,Turnhout Avenue,,,,,,New,OpenStreetMap
Hartford College,Education,Johannesburg,35 Chelverton Avenue Mondeor,,,,,,New,OpenStreetMap
The Glens Veterinary Hospital,Veterinary,Johannesburg,,,,,,,New,OpenStreetMap
Animal Eye Hospital,Veterinary,Johannesburg,44 Kingfisher Drive,,,,,,New,OpenStreetMap
Greenside Orthodontist,Dental,Johannesburg,Barry Hertzog Avenue,,,,,,New,OpenStreetMap
Bromhof Veterinary Clinic,Veterinary,Johannesburg,Cnr Ostrich & Witogie Street,,+27 11 792 1728,,,,New,OpenStreetMap
Stallone Auto,Automotive / Repair,Johannesburg,16 Gleneagles Road,,,,,,New,OpenStreetMap
Greenside Animal Hospital,Veterinary,Johannesburg,Barry Hertzog Avenue,,,,,,New,OpenStreetMap
Automechanic,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
Randrover,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
FNB,Financial Services,Johannesburg,,,,,,,New,OpenStreetMap
BVZ Attorneys,Legal,Johannesburg,,,,,,,New,OpenStreetMap
Hickmore Recruitment,Recruitment / HR,Johannesburg,,,,,,,New,OpenStreetMap
Raphela Incorporated Attorneys,Legal,Johannesburg,,,,,,,New,OpenStreetMap
LJ De Jager Attorneys,Legal,Johannesburg,,,,,,,New,OpenStreetMap
Dr CL Joannou,Dental,Johannesburg,,,,,,,New,OpenStreetMap
KWP Attorneys,Legal,Johannesburg,,,,,,,New,OpenStreetMap
Randburg Vet Hospital,Veterinary,Johannesburg,,,,,,,New,OpenStreetMap
Keith Sutcliffe & Associates,Legal,Johannesburg,,,,,,,New,OpenStreetMap
VAC Electrical Suppliers,Retail / Electronics,Johannesburg,,,,,,,New,OpenStreetMap
BTC,Education,Johannesburg,,,,,,,New,OpenStreetMap
Liebenberg Theunis Inc,Legal,Johannesburg,,,,,,,New,OpenStreetMap
Altron,IT / Tech,Johannesburg,Fred Verseput Avenue Johannesburg,https://www.altron.com,,altronethicsline@tip-offs.com,Found on site,,New,OpenStreetMap
Rouberto's Building Supplies,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
Promi-Dent Dental Laboratory,Dental,Johannesburg,76 Queens Road Mayfair,,,,,,New,OpenStreetMap
Tarsus Technology Group,IT / Tech,Johannesburg,Johannesburg,https://www.tarsus.co.za,+27 11 531 1000,info@tarsus.co.za,Found on listing,,New,OpenStreetMap
Bieldermans Inc,Legal,Johannesburg,24 Chester Road Johannesburg,https://bieldermans.co.za,+27 11 880 1659,info@bieldermans.co.za,Guessed - Verify,,New,OpenStreetMap
BKM Attorneys,Legal,Johannesburg,34 Bath Avenue Johannesburg,,+27 11 788 0083,,,,New,OpenStreetMap
Boston City Campus and Business College,Education,Johannesburg,15 Stiemens Street Johannesburg,,,,,,New,OpenStreetMap
DRSM Attorneys,Legal,Johannesburg,,,,,,,New,OpenStreetMap
Warburton Attorneys,Legal,Johannesburg,53 Dudley road Johannesburg,https://warburtons.co.za,+27 11 447 6848,admin@warburtons.co.za,Found on listing,,New,OpenStreetMap
Bidvest Burchmore's,Automotive / Repair,Johannesburg,,https://www.bidvestburchmores.co.za/,+27 11 258 9898,lionelr@mcmotor.co.za,Found on listing,,New,OpenStreetMap
Deloitte,Consulting,Johannesburg,5 Magwa Crescent Johannesburg,https://www2.deloitte.com/za/,+27 11 806 5000,zadigital@deloitte.co.za,Found on site,,New,OpenStreetMap
Nelson's Electrical Plumbing & Hardware,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
Cyber Connect,Retail / Electronics,Johannesburg,Kent Avenue Ferndale,https://cyberconnect.shop/shop,+27117818014,support@cyberconnect.co.za,Found on listing,,New,OpenStreetMap
Jumping Bean,IT / Tech,Johannesburg,373 Kent Avenue Ferndale,https://jumpingbean.co.za,+27117818014,support@jumpingbean.co.za,Found on listing,,New,OpenStreetMap
Plaza Board Centre,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
Moore,Accounting,Johannesburg,,https://www.moore-southafrica.com/locations/moore-johannesburg-inc,+27 10 599 0222,info@moore-southafrica.com,Guessed - Verify,,New,OpenStreetMap
Marble & Granite,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
Central Johannesburg TVET College,Education,Johannesburg,,,,,,,New,OpenStreetMap
Kruger & Pottinger Attorneys,Legal,Johannesburg,462 Ontdekkers Road Roodepoort,https://kpattorneys.co.za,+27114721718,enquiries@kpattorneys.co.za,Found on site,,New,OpenStreetMap
House of Plumbing,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
Driving school Practice grounds,Education / Driving School,Johannesburg,,,,,,,New,OpenStreetMap
